Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2015,AG_LND_FRST,,PT,A,0,,45.69
2016,AG_LND_FRST,,PT,A,0,,45.57
2017,AG_LND_FRST,,PT,A,0,,45.45
2018,AG_LND_FRST,,PT,A,0,,45.33
2019,AG_LND_FRST,,PT,A,0,,45.21
2020,AG_LND_FRST,,PT,A,0,,45.09
2024,AG_LND_FRST,,PT,A,0,,47.0
