Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2017,VC_DSR_MMHN,,PER_100000_POP,A,0,,158
2023,VC_DSR_MMHN,,PER_100000_POP,A,0,,237
