Year,SERIES,REF_AREA,SEX,URBANISATION,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2024,SH_STA_ANEM_NPRG,,F,U,PT,A,0,,41.2
2024,SH_STA_ANEM_PREG,,F,U,PT,A,0,,50.7
