Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2015,BX_TRF_PWKR,,PT,A,0,,6.27
2016,BX_TRF_PWKR,,PT,A,0,,5.36
2017,BX_TRF_PWKR,,PT,A,0,,4.67
2018,BX_TRF_PWKR,,PT,A,0,,3.8
2019,BX_TRF_PWKR,,PT,A,0,,3.58
2020,BX_TRF_PWKR,,PT,A,0,,4.5
2021,BX_TRF_PWKR,,PT,A,0,,6.03
2022,BX_TRF_PWKR,,PT,A,0,,6.01
2023,BX_TRF_PWKR,,PT,A,0,,6.14
2024,BX_TRF_PWKR,,PT,A,0,,7.33
