Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2017,SE_ADT_EDUCTRN,,PT,A,0,,37.2
2023,SE_ADT_EDUCTRN,,PT,A,0,,17.8
2024,SE_ADT_EDUCTRN,,PT,A,0,,59.9
