Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,A,0,MOEPD_Zimstat,EG_EGY_PRIM,,PT,,41.5
2016,A,0,MOEPD_Zimstat,EG_EGY_PRIM,,PT,,38.0
2022,A,0,MOEPD_Zimstat,EG_EGY_PRIM,,PT,,38.2
2023,A,0,MOEPD_Zimstat,EG_EGY_PRIM,,PT,,39.75
