Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2021,AG_PRD_ORTIND,,IX,A,0,,1.78
2022,AG_PRD_ORTIND,,IX,A,0,,1.51
2023,AG_PRD_ORTIND,,IX,A,0,,0.67
2024,AG_PRD_ORTIND,,IX,A,0,,1.58
