Year,SERIES,REF_AREA,UNIT_MEASURE,OBS_STATUS,UNIT_MULT,GeoCode,Value
2014,EN_URB_OPENSP,,NUMBER,A,0,,0.05
2015,EN_URB_OPENSP,,NUMBER,A,0,,0.05
2016,EN_URB_OPENSP,,NUMBER,A,0,,0.05
2017,EN_URB_OPENSP,,NUMBER,A,0,,0.05
2018,EN_URB_OPENSP,,NUMBER,A,0,,0.05
2023,EN_URB_OPENSP,,NUMBER,A,0,,50.0
2024,EN_URB_OPENSP,,NUMBER,A,0,,75.0
