Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2017,A,0,Pices_ZIMSTAT,SI_HEI_TOTL,,PT,,1.7
2019,A,0,Pices_ZIMSTAT,SI_HEI_TOTL,,PT,,1.4
